,CITY_ID,SHEM_YISHU,symptoms_score_05-11,N_05-11,symptoms_score_05-10,N_05-10,symptoms_score_05-09,N_05-09,symptoms_score_05-08,N_05-08,symptoms_score_05-07,N_05-07,symptoms_score_05-06,N_05-06,symptoms_score_05-05,N_05-05,symptoms_score_05-04,N_05-04,symptoms_score_05-03,N_05-03,symptoms_score_05-02,N_05-02,symptoms_score_05-01,N_05-01,symptoms_score_04-30,N_04-30,symptoms_score_04-29,N_04-29,symptoms_score_04-28,N_04-28,symptoms_score_04-27,N_04-27,symptoms_score_04-26,N_04-26,symptoms_score_04-25,N_04-25,symptoms_score_04-24,N_04-24,symptoms_score_04-23,N_04-23,symptoms_score_04-22,N_04-22,symptoms_score_04-21,N_04-21,symptoms_score_04-20,N_04-20,symptoms_score_04-19,N_04-19,symptoms_score_04-18,N_04-18,symptoms_score_04-17,N_04-17,symptoms_score_04-16,N_04-16,symptoms_score_04-15,N_04-15,symptoms_score_04-14,N_04-14,symptoms_score_04-13,N_04-13,symptoms_score_04-12,N_04-12,symptoms_score_04-11,N_04-11,symptoms_score_04-10,N_04-10,symptoms_score_04-09,N_04-09,symptoms_score_04-08,N_04-08,symptoms_score_04-07,N_04-07,symptoms_score_04-06,N_04-06,symptoms_score_04-05,N_04-05,symptoms_score_04-04,N_04-04,symptoms_score_04-03,N_04-03,symptoms_score_04-02,N_04-02,symptoms_score_04-01,N_04-01,symptoms_score_03-31,N_03-31,symptoms_score_03-30,N_03-30,symptoms_score_03-29,N_03-29,symptoms_score_03-28,N_03-28,symptoms_score_03-27,N_03-27,symptoms_score_03-26,N_03-26,symptoms_score_03-25,N_03-25,symptoms_score_03-24,N_03-24,symptoms_score_03-23,N_03-23,symptoms_score_03-22,N_03-22,symptoms_score_03-21,N_03-21,symptoms_score_03-20,N_03-20,symptoms_score_03-19,N_03-19,symptoms_score_03-18,N_03-18,symptoms_score_03-17,N_03-17,symptoms_score_03-16,N_03-16
0,695.0,מבשרת ציון,0.007796321340555042,258.0,0.007749122347284724,299.0,0.007937378484885843,386.0,0.00794297664821487,388.0,0.00795007440419642,413.0,0.007863271032769924,402.0,0.007953105659109462,377.0,0.007909435749397835,381.0,0.007882102047729404,400.0,0.008001383667416996,412.0,0.007976967124466987,425.0,0.007971615821719636,429.0,0.008675020068818273,452.0,0.00849540986909399,498.0,0.008571123932405852,541.0,0.00858480560577479,529.0,0.008426315396259406,504.0,0.00845746576725146,517.0,0.008386262346465207,549.0,0.007814247880326407,541.0,0.0077824802374942765,567.0,0.0076528323689075296,546.0,0.007679906919408069,575.0,0.007838765323896532,611.0,0.007838496283356944,657.0,0.00791059904888435,660.0,0.007952778294473743,670.0,0.008039036633367006,669.0,0.008251278859367677,706.0,0.008623052810228399,763.0,0.008616232670626589,801.0,0.008763444587052908,777.0,0.008830866494856789,755.0,0.008937908823244568,789,0.009104151682456528,782.0,0.00914244858405688,740.0,0.008955296886082915,681.0,0.009023590390035842,650.0,0.008929403632855125,656.0,0.008911381825258692,660.0,0.008901582464468576,652.0,0.008836824374537618,622.0,0.00883587098161226,546.0,0.008761993374159479,465.0,0.009007348653344115,408.0,0.009633897383983962,387.0,0.0097993130553955,334.0,0.010253457955349219,272.0,0.010389328488260538,265.0,0.010181077476729855,323.0,0.010280887035235851,344.0,0.010453369483018329,312.0,0.010136747269492824,247.0,0.010019406164914415,229.0,,,,,,
1,816.0,מודיעין-מכבים-רעות*,0.0074875679753417254,601.0,0.007491664432288011,684.0,0.007771424597234425,1297.0,0.007770865309575553,1324.0,0.007825043749512902,1327.0,0.007819728349182943,1269.0,0.007833713491805575,1252.0,0.007853704923565689,1231.0,0.007867946620498957,1303.0,0.007861694288668758,1349.0,0.007838818554172454,1380.0,0.007836511060189413,1380.0,0.007734800872622003,1550.0,0.007708123472470999,1830.0,0.008005896887506268,2226.0,0.008038597873612245,2193.0,0.008013124058916384,2005.0,0.008048011393558136,2061.0,0.008025807364386775,2123.0,0.008189914093552221,1980.0,0.008090955891946552,1863.0,0.007791895098416615,1555.0,0.007716771851326811,1605.0,0.007755970994982219,1782.0,0.007869856993241438,1879.0,0.007987066075518828,2058.0,0.007999020081664593,2006.0,0.008212214573599086,2088.0,0.008445219141472166,2314.0,0.008603718170488108,2681.0,0.008909069287187672,2826.0,0.00894245837347472,2862.0,0.008966904389447554,2699.0,0.009196440265027174,2994,0.009178935360488144,2931.0,0.009144207738026064,2768.0,0.009257820078707487,2405.0,0.008981721869651476,2250.0,0.009020044500542798,2208.0,0.009199210994151268,2236.0,0.009607400887516049,2099.0,0.00995410404686431,2041.0,0.010118280562316874,1769.0,0.010262456478877831,1508.0,0.010573863199448485,1377.0,0.010567249982498179,1323.0,0.010414411237232683,1239.0,0.009753707585588897,1062.0,0.009521854647515605,1116.0,0.009548148602864282,1268.0,0.009604034600762954,1430.0,0.009603902630237016,1309.0,0.009816608707994189,1090.0,0.009845719098508699,958.0,0.009976518955433236,747.0,0.010094295926191755,466.0,0.010295898361565047,311.0
2,1003.0,קריית טבעון,0.007950004233374233,226.0,0.007980375167877288,270.0,0.008274645632031005,432.0,0.008303145586988187,439.0,0.008233537051885249,471.0,0.0081227887763257,458.0,0.008081466854653288,478.0,0.00803338038858094,480.0,0.008017126315656655,509.0,0.00792148399996577,508.0,0.007895460983057153,532.0,0.007916067456673401,532.0,0.008177181985151365,595.0,0.00849421138793011,657.0,0.008537922467354141,720.0,0.008521259928332706,727.0,0.008585997851442338,693.0,0.008589980300966651,726.0,0.008589873180799304,749.0,0.008432254901041658,704.0,0.008155981433435556,683.0,0.008097985558562594,656.0,0.008119324296104976,663.0,0.008480461886461172,704.0,0.00856435703397097,705.0,0.008808111064690864,758.0,0.008672958101310722,802.0,0.008861919038814616,806.0,0.009045531707999013,856.0,0.009115424844206261,920.0,0.008944275964342548,955.0,0.008983738484553918,972.0,0.008837040952281118,903.0,0.009056041602469358,907,0.00901548673345681,904.0,0.009075698931412022,903.0,0.008868627919054132,831.0,0.008907899246958116,795.0,0.009082294452638402,782.0,0.009161944335188044,768.0,0.009604029940655559,744.0,0.009819635921891091,719.0,0.009945763451652583,576.0,0.010373081873071566,477.0,0.010292018163048004,445.0,0.010612314384957442,386.0,0.01103152093135227,363.0,0.01051662072406883,338.0,0.010454978942334072,324.0,0.01061972928122331,373.0,0.010890335952475983,408.0,0.011118843467454812,349.0,0.010771313431894355,310.0,0.010487058206727287,276.0,,,,,,
3,1011.0,קריית אונו,0.008364801812150704,250.0,0.008231490405896604,310.0,0.00940200531071482,497.0,0.009231505768304631,527.0,0.009167324868485184,546.0,0.009213310457684056,551.0,0.00944062374370357,565.0,0.00905480585125743,554.0,0.009029991099960357,602.0,0.008369299934226623,714.0,0.008099272155961002,729.0,0.008092493506606551,748.0,0.008204061032537572,900.0,0.008261424540183587,1062.0,0.008417461297658753,1256.0,0.008447230640205961,1261.0,0.008882324438236588,1109.0,0.009168771625018337,1115.0,0.00925788024985867,1155.0,0.009340898133873383,1036.0,0.009399909992166468,951.0,0.009377997943483754,795.0,0.009908204730297274,791.0,0.009344649540393867,875.0,0.009031619994019302,914.0,0.00902602066542581,946.0,0.00912220223337,944.0,0.008780885858696384,962.0,0.009742228604239516,1052.0,0.009370793001580073,1212.0,0.009369243584399502,1288.0,0.009715174563282723,1344.0,0.009929201919085305,1289.0,0.010352437197796185,1404,0.011015426345514579,1373.0,0.010651281573529169,1303.0,0.011035533229777687,1149.0,0.011956865149355208,1074.0,0.012001527812697931,1063.0,0.012025897274595675,1079.0,0.01185624692894515,1014.0,0.01130603630262944,992.0,0.011301591641544154,874.0,0.011273303359915342,752.0,0.01081335976627821,668.0,0.010491816014296811,600.0,0.01026244989334662,539.0,0.00981915767012527,427.0,0.010041503732860006,449.0,0.01003411367700834,538.0,0.009863657341311149,621.0,0.009863815124862478,571.0,0.009642160799460661,482.0,0.009576075878124804,434.0,0.0095897898262867,365.0,0.009250001332370049,239.0,,
4,1013.0,ראש העין,0.007788781802315361,238.0,0.007745044953830473,316.0,0.00795306852967524,504.0,0.007944400012556526,510.0,0.007904288107737972,517.0,0.007896332233988598,523.0,0.007857704533632793,517.0,0.00793166657615634,514.0,0.007987073285463952,531.0,0.00808624307803744,631.0,0.008189138159942273,653.0,0.008168916385000004,673.0,0.008308544549755072,812.0,0.008248669699163626,961.0,0.008098190397827994,1186.0,0.0080511865146243,1186.0,0.008086146414178787,1029.0,0.008012650027364718,1071.0,0.007987307059637053,1085.0,0.007903890530850341,956.0,0.007846665001554134,874.0,0.007935810725344238,672.0,0.007974605433412517,673.0,0.008886982903684684,731.0,0.008883584008469237,760.0,0.008841670861514142,834.0,0.009597684794594868,982.0,0.009688920115001845,1067.0,0.009814103400263473,1194.0,0.009760848226146332,1399.0,0.009399846073458272,1509.0,0.009446993261842842,1565.0,0.009581256592143858,1511.0,0.009300600369704957,1568,0.00936062920218672,1505.0,0.009471625186029809,1400.0,0.009309861139640748,1193.0,0.009390382282740264,1125.0,0.00949600042408386,1100.0,0.010354800473148905,1098.0,0.010527985273793478,927.0,0.010707037864638303,896.0,0.010735224522744793,792.0,0.011168293642286988,675.0,0.0109549813175114,591.0,0.010933517411604435,541.0,0.009326127267261116,479.0,0.00955209886362756,410.0,0.009344596725789977,415.0,0.010099627129981059,463.0,0.010308979812486638,524.0,0.010376931496623434,473.0,0.010892746630522625,371.0,0.011316846980597385,340.0,0.011173056473669472,261.0,,,,
5,1014.0,רמת השרון,0.008199490093363487,536.0,0.00812317792677561,631.0,0.008456716456908158,1185.0,0.00847573142819168,1197.0,0.008437040511469028,1230.0,0.008331736380125696,1140.0,0.00824188224893626,1152.0,0.00822081156917139,1110.0,0.008552327763846955,1186.0,0.008695589132366708,1236.0,0.008640107274416513,1265.0,0.008716630192811813,1293.0,0.008720593969971529,1432.0,0.008746389244975361,1622.0,0.00874156072024235,1910.0,0.008616451707737961,1871.0,0.008556313091179577,1696.0,0.008550118154112812,1771.0,0.008462049731831251,1802.0,0.008382610762529252,1694.0,0.008334759414667084,1588.0,0.00829715478836706,1408.0,0.008235279241677601,1392.0,0.008263353862522265,1481.0,0.008314467352255937,1569.0,0.008361819003951118,1663.0,0.008539373711208267,1627.0,0.008732063188317799,1673.0,0.008830313053206721,1720.0,0.008939338858910103,1950.0,0.008953902456936244,2072.0,0.009048989764342907,2026.0,0.009197024322485231,1930.0,0.009768670212970102,2101,0.009836504036041234,2080.0,0.009864495978282966,2025.0,0.010136374764572686,1816.0,0.010673098317827916,1676.0,0.010830100181964473,1649.0,0.010855427022857998,1642.0,0.010416663505512971,1552.0,0.010434773665201543,1479.0,0.010576095951700412,1276.0,0.010606552669441782,1069.0,0.009863857584910957,1042.0,0.00967073784575558,987.0,0.009526417404806939,910.0,0.009733504378716321,764.0,0.009717907519968576,815.0,0.009669653306504431,923.0,0.009786799951472105,1013.0,0.009818327213159967,852.0,0.009814815153046092,724.0,0.009971565921652506,647.0,0.009819307305213557,515.0,0.009850123306553936,313.0,0.010064548765894793,202.0
6,1015.0,יבנה,0.010112194014615999,298.0,0.010409712440711854,367.0,0.010057370977910013,546.0,0.010392207472844073,546.0,0.010564218873500371,560.0,0.010543936670820916,539.0,0.010469014221230371,526.0,0.0108992665159437,511.0,0.010675417194045644,535.0,0.010679131115931632,579.0,0.01072967129447468,590.0,0.010754448834069575,602.0,0.010040069839298258,709.0,0.010387866248649541,807.0,0.009571277184987986,955.0,0.009633013144548635,935.0,0.009617475125054486,830.0,0.009794698905959642,848.0,0.009634601746764709,857.0,0.009725275760622756,771.0,0.00955054035415516,737.0,0.010330343570083667,611.0,0.010316007617476286,633.0,0.01027410606333237,697.0,0.009780804240340515,736.0,0.010014239528798706,778.0,0.010528281275654174,761.0,0.010495199969952091,799.0,0.011768613008061316,891.0,0.01176002548632165,1032.0,0.011833590955806637,1083.0,0.012495657117413064,1120.0,0.012527093170015081,1079.0,0.012505876987096402,1202,0.012895280589559696,1155.0,0.011852246964196882,1094.0,0.011443179125979282,963.0,0.011091641609118056,903.0,0.010624241486979298,880.0,0.010734550296482771,881.0,0.010361527002534817,781.0,0.010261486905738864,741.0,0.010055798762401485,626.0,0.01040192336529669,516.0,0.010628873798016341,461.0,0.009887199500625788,403.0,0.009582160123335017,359.0,0.009735727849117718,319.0,0.009495581038325393,346.0,0.00951814061818761,427.0,0.009710225053168828,468.0,0.00962885045276516,418.0,0.009880418262972033,358.0,0.009906297918460422,326.0,0.009721169013911768,252.0,,,,
7,1020.0,ירושלים,0.0079227566194336,2115.0,0.007891027304386128,2552.0,0.007959730103236331,3488.0,0.007844696857697278,3571.0,0.007909590713875246,3682.0,0.007955888715650374,3652.0,0.00795770431065673,3735.0,0.008232939250833418,3767.0,0.008247183669813123,3912.0,0.008438775681413596,4010.0,0.008393257481120424,4107.0,0.008334334468086676,4157.0,0.008273544647653,4534.0,0.008236319573560861,4935.0,0.007966399376283401,5547.0,0.008000372313494625,5508.0,0.007830625090440569,5297.0,0.007879292892229654,5521.0,0.007883352283008311,5687.0,0.008047203328615679,5575.0,0.008098226716559794,5427.0,0.008160845642450445,5294.0,0.008197614712084874,5478.0,0.008289321930352332,5883.0,0.00829780308411711,6121.0,0.008473362726021108,6610.0,0.008439186558414552,6405.0,0.008676032867092806,6633.0,0.009011963506782749,6917.0,0.009150780186663595,7720.0,0.009213606599033442,8129.0,0.009392351545821041,8261.0,0.009383428148370536,7819.0,0.009453392609537339,8547,0.009398429181247921,8672.0,0.009411147387799697,8437.0,0.009512875695584965,7848.0,0.009607883800427075,7611.0,0.009706198146429312,7407.0,0.009851431333775838,7525.0,0.010022603155423216,7374.0,0.010336106729962399,7159.0,0.010386332969553482,6119.0,0.010433688013435655,5102.0,0.010351316538413969,4603.0,0.010210273075667615,4252.0,0.010156307435685253,3727.0,0.010014391975511992,3002.0,0.00954156405712061,2864.0,0.009497077409875336,3456.0,0.00951130890880655,3845.0,0.00971939452554848,3527.0,0.00972185212587424,3097.0,0.009659649462823586,2820.0,0.009802368382904963,2268.0,0.00965560369677275,1551.0,0.00989721871457873,944.0
8,1143.0,חיפה,0.008507739754713924,1790.0,0.008433338447121555,2077.0,0.008527046052064618,3539.0,0.008539592027672616,3605.0,0.008526886779444095,3678.0,0.008482677024278379,3511.0,0.00832835306634455,3546.0,0.00829262688644277,3446.0,0.008252195336790573,3554.0,0.008461552370515348,3725.0,0.00846885817525307,3812.0,0.008468109574806277,3891.0,0.008337314594398527,4384.0,0.00848439122856296,4897.0,0.008611684386365637,5701.0,0.008695463875673834,5645.0,0.008649530565401945,5211.0,0.008684687970716948,5341.0,0.008698221028576794,5428.0,0.008769299900080152,4974.0,0.008708648423827734,4747.0,0.008614567243884506,4079.0,0.008660473473123709,4121.0,0.009053229379004955,4415.0,0.009333394570286332,4527.0,0.00956770416583307,4849.0,0.009845981144332544,4769.0,0.01006536718613236,5010.0,0.010005854032974508,5595.0,0.009994024263481173,6400.0,0.009844528068030906,6951.0,0.009683150346835602,7258.0,0.009546734734337576,7015.0,0.009689693941995542,7853,0.009733643630865582,7771.0,0.009872099212295385,7424.0,0.010061247686398848,6688.0,0.010011978146749614,6244.0,0.010155499900904866,6111.0,0.01037857525426693,6079.0,0.010538215019399616,5585.0,0.010729199395553633,5324.0,0.010746118005181982,4591.0,0.010754863776637648,3906.0,0.01052718716999002,3512.0,0.010617389936173156,3175.0,0.010462449909493477,2848.0,0.010399259007829856,2355.0,0.009772955959768041,2409.0,0.009800587866762333,2844.0,0.00978895487474573,3063.0,0.009855512741835585,2689.0,0.009748610787650649,2222.0,0.009741251812406801,2017.0,0.009779380651458527,1548.0,0.009971368557957258,946.0,0.010205511075258154,495.0
9,1181.0,תל אביב -יפו,0.0076869085132712425,4227.0,0.007926431211094086,5000.0,0.0081472846186226,7958.0,0.008134032254764778,8154.0,0.008145826099183295,8269.0,0.008170161641582737,8114.0,0.008147571528405392,8202.0,0.008138579393052197,8160.0,0.008006569702329951,8567.0,0.007974162301648732,9191.0,0.007974885835006804,9410.0,0.007970352894617425,9573.0,0.008083258619395592,10668.0,0.008114198596214308,12113.0,0.008208707183171769,14008.0,0.008221899502228182,13778.0,0.008170766938393898,12539.0,0.008174700991439948,12866.0,0.008202667915788556,13151.0,0.00811852973534719,12261.0,0.008111004085893676,11700.0,0.00803475697685551,10273.0,0.008042873529989525,10501.0,0.00809983700990613,11363.0,0.008136338972452889,12076.0,0.00816060498392961,13369.0,0.008173245667489056,13816.0,0.008405993629932098,14164.0,0.008558861535209674,15332.0,0.008816698681891468,17129.0,0.008919476332462498,17886.0,0.00902980029039202,18005.0,0.009111345612019912,16941.0,0.009390808465333852,17997,0.00937202482245037,17918.0,0.009439851710079205,17334.0,0.009588493521607861,16278.0,0.009570474527453219,15468.0,0.009636110088593169,15212.0,0.009702621493634172,15092.0,0.009913181102779388,13864.0,0.009955016535478608,13244.0,0.009992851584825267,11246.0,0.009866348409249001,8898.0,0.009762927534857137,7972.0,0.009787258944878995,7222.0,0.009864359934299488,6527.0,0.00951125526120807,5644.0,0.0095875316783337,5956.0,0.009665089079064774,7248.0,0.009730156637634052,8490.0,0.009787201674162901,8061.0,0.00979152840798659,7102.0,0.009791722143276293,6485.0,0.009884568740314492,5332.0,0.009955460395254983,3651.0,0.009933160982887424,2346.0
