,NEIGHBOR_ID,symptoms_score_05-11,SRt_05-11,N_05-11,symptoms_score_05-10,SRt_05-10,N_05-10,symptoms_score_05-09,SRt_05-09,N_05-09,symptoms_score_05-08,SRt_05-08,N_05-08,symptoms_score_05-07,SRt_05-07,N_05-07,symptoms_score_05-06,SRt_05-06,N_05-06,symptoms_score_05-05,SRt_05-05,N_05-05,symptoms_score_05-04,SRt_05-04,N_05-04,symptoms_score_05-03,SRt_05-03,N_05-03,symptoms_score_05-02,SRt_05-02,N_05-02,symptoms_score_05-01,SRt_05-01,N_05-01,symptoms_score_04-30,SRt_04-30,N_04-30,symptoms_score_04-29,SRt_04-29,N_04-29,symptoms_score_04-28,SRt_04-28,N_04-28,symptoms_score_04-27,SRt_04-27,N_04-27,symptoms_score_04-26,SRt_04-26,N_04-26,symptoms_score_04-25,SRt_04-25,N_04-25,symptoms_score_04-24,SRt_04-24,N_04-24,symptoms_score_04-23,SRt_04-23,N_04-23,symptoms_score_04-22,SRt_04-22,N_04-22,symptoms_score_04-21,SRt_04-21,N_04-21,symptoms_score_04-20,SRt_04-20,N_04-20,symptoms_score_04-19,SRt_04-19,N_04-19,symptoms_score_04-18,SRt_04-18,N_04-18,symptoms_score_04-17,SRt_04-17,N_04-17,symptoms_score_04-16,SRt_04-16,N_04-16,symptoms_score_04-15,SRt_04-15,N_04-15,symptoms_score_04-14,SRt_04-14,N_04-14,symptoms_score_04-13,SRt_04-13,N_04-13,symptoms_score_04-12,SRt_04-12,N_04-12,symptoms_score_04-11,SRt_04-11,N_04-11,symptoms_score_04-10,SRt_04-10,N_04-10,symptoms_score_04-09,SRt_04-09,N_04-09,symptoms_score_04-08,SRt_04-08,N_04-08,symptoms_score_04-07,SRt_04-07,N_04-07,symptoms_score_04-06,SRt_04-06,N_04-06,symptoms_score_04-05,SRt_04-05,N_04-05,symptoms_score_04-04,SRt_04-04,N_04-04,symptoms_score_04-03,SRt_04-03,N_04-03,symptoms_score_04-02,SRt_04-02,N_04-02,symptoms_score_04-01,SRt_04-01,N_04-01,symptoms_score_03-31,SRt_03-31,N_03-31,symptoms_score_03-30,SRt_03-30,N_03-30,symptoms_score_03-29,SRt_03-29,N_03-29,symptoms_score_03-28,SRt_03-28,N_03-28,symptoms_score_03-27,SRt_03-27,N_03-27,symptoms_score_03-26,SRt_03-26,N_03-26,symptoms_score_03-25,SRt_03-25,N_03-25,symptoms_score_03-24,SRt_03-24,N_03-24,symptoms_score_03-23,SRt_03-23,N_03-23,symptoms_score_03-22,SRt_03-22,N_03-22,symptoms_score_03-21,SRt_03-21,N_03-21,symptoms_score_03-20,SRt_03-20,N_03-20,symptoms_score_03-19,SRt_03-19,N_03-19,symptoms_score_03-18,SRt_03-18,N_03-18,symptoms_score_03-17,SRt_03-17,N_03-17,symptoms_score_03-16,SRt_03-16,N_03-16
0,12.0,0.008418871193341842,0.011985296992989804,56.0,0.008502291238999163,0.01309780748979066,65.0,0.008451789830706921,0.012695084378951168,76.0,0.008485112308905786,0.012908475641785095,76.0,0.008530529985836616,0.013054350772687177,78.0,0.008519645236551306,0.012956843577004199,74.0,0.008535581225634241,0.013013487083099065,71.0,0.008179407248323924,0.011939755893200846,67.0,0.008080254124192481,0.010145169762600933,62.0,0.008077100924298785,0.010023000578283934,52.0,0.008051750303631944,0.009688467437040806,50.0,0.008028841694675139,0.010846286755814465,51.0,0.008036863823955008,0.010785756620450476,52.0,0.008017574662063617,0.010518199544420301,56.0,0.008025833205144758,0.0105347036985783,62.0,0.009189522653542639,0.013961323228668361,59.0,0.009030234313077775,0.01328879903968668,60.0,0.00893365608242215,0.013711972762288256,64.0,0.008986315516211613,0.013829216661709028,63.0,0.00874174305849534,0.01385156662463002,63.0,0.008730295033303548,0.014130773074831349,62.0,0.008282093433728117,0.01383682191781889,57.0,0.008080397144985737,0.01441252290855918,59.0,0.00812658476305907,0.015582333684437595,59.0,0.00824097841831464,0.014475524202549035,67.0,0.008629261910785247,0.01833046515808542,79.0,0.008818096676145474,0.02130404548089525,79.0,0.008714455891047782,0.020403373260915184,92.0,0.009142971705830949,0.020197981372519113,105.0,0.00962031434594478,0.024416659440661674,111.0,0.009748813493263005,0.02920147850070966,123.0,0.009923540839257786,0.03247084893183075,121.0,0.009767790525739398,0.031815881621527486,109.0,0.009907742617146147,0.03266000649950573,119.0,0.010688077159287334,0.039189488238252725,113.0,0.010749111155571638,0.046810136797509116,101.0,0.01059558928146385,0.04622586797466132,94.0,0.010739794213876962,0.044810193980559604,86.0,0.010826951143424355,0.04565525005900053,78.0,0.01112983845923745,0.05187860688524951,77.0,0.011292713884578994,0.05184366941055374,73.0,0.010653033978391341,0.04777579756326891,60.0,0.0105925271192339,0.0467474990879005,51.0,0.010490548880201272,0.04718053444630072,43.0,,,,0.010707014990816093,0.05025243145014058,41.0,,,,,,,,,,0.010010644079299318,0.044046341304189385,41.0,0.010002031701612514,0.04386387168869926,43.0,,,,,,,,,,,,,,,,,,
1,14.0,0.007825701924079335,0.009765449544250198,143.0,0.007871091657569025,0.010111553938755832,177.0,0.007908551063875262,0.010713764787704003,191.0,0.00791069881874996,0.01046809865466989,194.0,0.007915740601150916,0.010435478572197888,200.0,0.00791200989606372,0.010289541207702573,184.0,0.007998013124999795,0.010901410770504596,182.0,0.007920282280093806,0.009845344241084996,173.0,0.007960955129039665,0.011413244451380818,171.0,0.008097617815726892,0.014495464075884642,183.0,0.008090545661350824,0.01413325678487822,190.0,0.008066529062316937,0.013866190118675953,195.0,0.008056664812254795,0.01380702302198922,204.0,0.008006104177811007,0.013969207813912574,226.0,0.00800054525247041,0.013987546719035729,268.0,0.008129030929113311,0.013337597598924063,262.0,0.007965527316564448,0.009745648788793174,240.0,0.007951977517297931,0.009846621011431482,242.0,0.007954867608049166,0.009833951902209113,246.0,0.00803988953819532,0.010315101601438392,231.0,0.007988879937549001,0.009346402558182127,236.0,0.007890696167212493,0.007933698247509429,203.0,0.007638790759434935,0.0063068208441553674,202.0,0.00762719432084616,0.006452544672430011,219.0,0.0077047561930532705,0.007298139859219145,244.0,0.007898958122719157,0.009844640070993154,290.0,0.007777437970260524,0.008805526893516527,316.0,0.00822643490558318,0.011924327597681394,332.0,0.008399443660245668,0.01438691471564317,368.0,0.008530542523884983,0.015947823375306105,407.0,0.008621576628621334,0.017477940035404756,449.0,0.008703696118979797,0.01849007071833453,450.0,0.008840759695749335,0.020503244104062318,406.0,0.009088594678309197,0.023351646218214013,417.0,0.008819287327627266,0.022119047127049832,404.0,0.008709848782801219,0.020811976798931812,387.0,0.008686849204455394,0.019674457418793204,367.0,0.009023952165629427,0.022089717938658347,336.0,0.009037091875721633,0.022048148672105264,341.0,0.009075532871580319,0.022038457959353358,337.0,0.009151349909728318,0.022593566453498012,328.0,0.009215283334056171,0.02372837487684798,320.0,0.009399722549873738,0.02558835490619157,275.0,0.009269332416391747,0.02946219257850612,227.0,0.009007243598217722,0.02877734678301971,208.0,0.009199364657483569,0.033478664252502795,203.0,0.008861379606683876,0.03216198221778722,194.0,0.008823666893629853,0.03370198841479257,201.0,0.009075231507169493,0.03746491632536362,214.0,0.009488510136396023,0.04319162918558481,243.0,0.00963249804051863,0.043251554402879804,280.0,0.009797259441677976,0.04669283966366574,269.0,0.009980922283495062,0.048551813387662346,223.0,0.010083878411351332,0.04957280634234775,211.0,0.010326062069362218,0.05290086247930202,148.0,0.010606528528109704,0.05683609440580254,98.0,0.010277188800555453,0.0517161101840389,69.0
2,29.0,0.007768991208492015,0.010421876006807369,59.0,0.007922031181872942,0.011955844692813812,66.0,0.008001184523980392,0.012866176132453847,75.0,0.007984639436961935,0.011486989268227138,80.0,0.00811535187510176,0.013314928213143421,75.0,0.008180550274341298,0.014088357214250818,73.0,0.008338807660647433,0.015785599703308593,69.0,0.008349512071784792,0.016609345646586404,64.0,0.008345909027944546,0.016590945975320223,60.0,0.008312471878217664,0.016064316786675713,61.0,0.008407487280683683,0.016919270272034787,65.0,0.008387280760123347,0.016349709041102695,70.0,0.008424298420946046,0.01642887367569523,70.0,0.008332233740811986,0.01589101938717541,89.0,0.008399644006052254,0.016703875801121964,96.0,0.00876848368663811,0.02090049365375031,99.0,0.00882154281361269,0.0221041121764665,92.0,0.008837197600062246,0.022974639416107476,87.0,0.008836281508942253,0.02279448873805715,89.0,0.008857836748465662,0.023016405696046918,91.0,0.009001609078310454,0.024826299829618065,74.0,0.008999037758397384,0.02498252795731309,72.0,0.008592958080905943,0.022302967651319384,75.0,0.0086514019205256,0.021759615557431514,77.0,0.00867574115924075,0.021347294745807953,81.0,0.008714260358701858,0.021608011443991777,86.0,0.008831765056430907,0.022891861429000064,84.0,0.008955361092181917,0.02368238550336196,82.0,0.009165208529578492,0.027013330835988995,85.0,0.00922165467029245,0.02725927676312506,88.0,0.009318618584813938,0.02858389675967154,87.0,0.012430764779452834,0.033003626314829865,85.0,0.01275854208576707,0.0330106341000814,77.0,0.012901772047762567,0.03579071776111598,81.0,0.012960674118841099,0.03532468927604392,78.0,0.013541946187294249,0.033730000974031144,68.0,0.013836321092758994,0.035021928570511944,61.0,0.014120964749102781,0.034691343419170045,57.0,0.009882436192039766,0.030513446405118945,61.0,0.009891274427593678,0.031199631249652606,61.0,0.009721785901264664,0.026107289473551443,59.0,0.009933209828493855,0.03199274234978155,64.0,0.010016995935852743,0.03323409351563505,58.0,0.00991785506555946,0.035556725950309585,48.0,0.009736769974305608,0.03616141766859556,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,32.0,0.007830171762269307,0.01636631624005598,58.0,0.007910659149989993,0.017566342460928686,64.0,0.007901266521940939,0.017060526834690202,70.0,0.00791810367931779,0.017131377715681143,71.0,0.007914008004067963,0.01877948955373026,73.0,0.007947928693664577,0.01687783318713066,69.0,0.007939224706687759,0.015576826877155362,75.0,0.007907745862990728,0.014116597949262732,73.0,0.007855605273275149,0.012763432731643256,75.0,0.007884502886091958,0.014023939580976185,82.0,0.007865713673946784,0.01381540024887077,85.0,0.00788122567524901,0.012530821541088357,89.0,0.007837348875059678,0.012001248864418012,92.0,0.008216478047953547,0.018280580429659164,103.0,0.008250289801124187,0.017858811848886914,117.0,0.00864715441373096,0.021596574320172708,120.0,0.008489473683706089,0.02041329737794012,120.0,0.00845709491171553,0.021266441963296336,124.0,0.008416517230840907,0.020827421964819844,129.0,0.008407263552914178,0.02115765352541331,128.0,0.008060619681240054,0.019054722238911997,128.0,0.008055868355199683,0.022595178753100326,116.0,0.007720757798488201,0.019239431508369896,113.0,0.007740458583438651,0.01856382727254306,111.0,0.007733190502725248,0.016194195708846174,120.0,0.007776316837433375,0.016043857595530824,128.0,0.0077836066208858065,0.015791716733395807,127.0,0.008080989335448943,0.01645341791430723,126.0,0.008053721026280585,0.013890316480356135,138.0,0.008068111924277404,0.013841082446783209,152.0,0.008080005223957984,0.01387002721681802,159.0,0.008352431658163403,0.017453461847417,154.0,0.008427831982290256,0.018123399631829396,142.0,0.008597668019139117,0.01963863106626438,152.0,0.008588440922970895,0.01885561399447104,142.0,0.008740184771538468,0.020747072795431355,133.0,0.008695537809109293,0.022635068038029928,125.0,0.008784388457039286,0.02253599587136725,126.0,0.008627646060855313,0.02163797013798038,131.0,0.012192517246594594,0.028192092809122913,134.0,0.012702351700415023,0.031243172500230166,138.0,0.012890407141464137,0.0314683360313108,138.0,0.013113935236701391,0.03279107329335638,124.0,0.013959393661054547,0.034752014281588875,106.0,0.014432321187840064,0.042298653471736156,101.0,0.014703872102070746,0.04675961395877414,98.0,0.009473873383183526,0.04096001503339963,101.0,0.0091180642376135,0.03802528366022781,94.0,0.009017390013941692,0.03661198660719232,93.0,0.008990689113929425,0.03493105778207448,102.0,0.009025450300482718,0.03552710245031717,101.0,0.008925694742738403,0.03386857792142079,85.0,0.00882473158865157,0.030587777572841535,65.0,0.008909537617236637,0.0342377236427243,46.0,,,,,,,,,
4,36.0,0.008306967593793353,0.014892787131960109,45.0,0.009121704235707552,0.018788564456277343,63.0,0.00899603338087565,0.01731802801268581,79.0,0.009022282193439158,0.017491592103666367,77.0,0.009060908033453174,0.017997770431895287,77.0,0.008882065190741409,0.01463419655375212,63.0,0.008927339822258126,0.01481860903333119,60.0,0.008908359249222333,0.015679524854207084,57.0,0.008140267890973107,0.012177704084835747,48.0,0.008334943038350421,0.01448520358045663,46.0,0.00831869734349986,0.014317426423187932,48.0,0.008316538943266803,0.01414229653928618,47.0,0.008260997374105013,0.01349303029086233,54.0,0.008135026314088524,0.013084776642440071,68.0,0.008080439153466576,0.012443004516879451,83.0,0.00811069484266468,0.013383096534230659,84.0,0.008028885122188615,0.012637711670536244,72.0,0.008044503399078397,0.012549027712124416,75.0,0.008063544385388206,0.013819538222917333,80.0,0.008102146098006958,0.01439199071898375,75.0,0.008158688973908267,0.015507119523848,69.0,0.008094103857610124,0.014654149403195779,62.0,0.008081218181545875,0.012407011492436348,62.0,0.00815505286515216,0.012678907148760835,70.0,0.00828270240078015,0.015330843683238199,74.0,0.008323534592781363,0.014160400881956954,90.0,0.008347413879553692,0.014436023013843835,92.0,0.008494565359703736,0.015678760559177326,90.0,0.008469469581749187,0.017417699923952756,102.0,0.008973359801101297,0.024680580424299773,129.0,0.009282182531230334,0.028059810969186444,143.0,0.009358081045725431,0.02893637423958167,153.0,0.009589384608661588,0.03307345989778427,136.0,0.009696914707059363,0.036117943372476605,156.0,0.009859693710643344,0.036363089234751275,158.0,0.010276757598415346,0.04138184579446115,149.0,0.009843846408345592,0.039318544636955555,128.0,0.010263548535967903,0.04745361533171873,121.0,0.010457123887633838,0.050094976019892656,118.0,0.010363586824177885,0.048866405322283576,128.0,0.011325801456507129,0.05242380114643691,126.0,0.011025621024025241,0.050256711183311126,124.0,0.010957658523112913,0.047569128109674085,109.0,0.011120460668270995,0.04779979554785226,92.0,0.010414252602313545,0.0370263073848595,78.0,0.010350404630527927,0.03493377445421811,65.0,0.010494514368351091,0.03829629683852369,49.0,,,,0.009689390778451101,0.04530231497783289,40.0,0.009551771258093894,0.04312296026922429,52.0,0.00973276114213974,0.04897900828538942,65.0,0.009834768606372661,0.05027636047733966,61.0,0.009721451130297393,0.05052129113914844,57.0,0.009751319554648506,0.05089046672079616,57.0,0.009926369155091035,0.05390375010130832,51.0,,,,,,
5,99.0,0.007746757646547006,0.012846523228183403,47.0,0.007808443303797619,0.012565012973776301,49.0,0.0077806422484503965,0.011153768526626043,45.0,0.00778910996445889,0.011187940721888223,46.0,0.007762246400970772,0.011237126139422291,43.0,0.007738390403127171,0.00919402810282499,46.0,0.007753058995384146,0.009204205874846697,45.0,0.007718195377506868,0.009331015734772906,47.0,0.007651052450192588,0.009109926743853934,47.0,0.0076828584152835565,0.008907224734324173,52.0,0.007662851222374942,0.008878007146994372,54.0,0.00778363081987139,0.013414557286293493,57.0,0.00775154516761604,0.013732352926054308,56.0,0.007760763502714447,0.013210345971052867,57.0,0.007795410604088683,0.013399909565252126,54.0,0.007799339403393663,0.013488090237970981,53.0,0.007731050336374292,0.01274126771450611,52.0,0.007777207701146259,0.012725082221592434,54.0,0.007613764115348349,0.00782101371809663,57.0,0.007678741557868419,0.008128802483594424,58.0,0.007686533301846663,0.009908005555326917,59.0,0.007839739388991455,0.015116711156585222,65.0,0.007995669996757522,0.016932769069663997,72.0,0.008216983851084995,0.01959774912405738,79.0,0.008591444699965358,0.023032002187985966,100.0,0.008581560851056174,0.02234248546139236,108.0,0.008703387702375831,0.02534087907209928,113.0,0.008715295634541154,0.02452741380020493,111.0,0.008570650416533163,0.02027066825822322,109.0,0.008432113720765346,0.018161763755851892,119.0,0.008425454725846483,0.018519635118358826,122.0,0.008147469964816266,0.015991443750099827,105.0,0.008268524859762563,0.017632899814300614,95.0,0.008191445894251307,0.01463219054579813,94.0,0.008241370077913803,0.01596039012995911,97.0,0.008336327507592452,0.01656863291779633,97.0,0.008678815116738275,0.022133391842269576,83.0,0.008884041841283734,0.02276804670756041,74.0,0.00907473587710916,0.025506604008722965,69.0,0.009273291918281858,0.02748121587201259,69.0,0.009315325410695305,0.026676508273169187,71.0,0.009420441093854742,0.02658930006983626,66.0,0.009586091341383475,0.02857025243207154,59.0,0.009446764780081449,0.026370036683958452,51.0,0.009405630632817411,0.029398207979280708,46.0,0.009838707872644865,0.032533741589225396,44.0,0.00975054609466453,0.03758392835021516,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,146.0,0.007521564072420904,0.010736974589227006,53.0,0.0075398520988743875,0.010984019226515998,55.0,0.0075398253075594284,0.010790360891674136,59.0,0.007538315017539226,0.010733796427853682,60.0,0.007716104258467349,0.013148490347559803,61.0,0.007803612265103128,0.013261612429787645,51.0,0.007887978165252585,0.019051538123920117,51.0,0.007885452472582008,0.020517961465709566,46.0,0.007887445068648007,0.02067031298009909,50.0,0.007928570110092615,0.020731582770177937,48.0,0.007954058652213929,0.02091987512096081,45.0,0.007741362451400558,0.018050500018852392,44.0,0.007646608788803466,0.01616107095230967,52.0,0.009497385223985416,0.015517939733645772,57.0,0.009308642822148572,0.01659449842387212,68.0,0.009308403191787811,0.016514321283097162,71.0,0.009408464143584422,0.018282785369664694,67.0,0.00928620559110467,0.017501433955474852,74.0,0.009310705937764611,0.01753129370416654,75.0,0.009548238701805522,0.019065438697506088,71.0,0.007851088298669616,0.017939350591050108,72.0,0.007703847649641831,0.01482625220667266,66.0,0.0077380109756217215,0.013646891974431979,70.0,0.007744833893927479,0.013284353050835907,77.0,0.007833018595068346,0.01415320428214671,75.0,0.007835558656238636,0.015755190430349713,88.0,0.007611588839769324,0.013782615201924333,106.0,0.00772463038742085,0.015535744292074908,118.0,0.007860014486896872,0.017856365948209336,129.0,0.010023759850744203,0.020260698333104038,137.0,0.010497481166079604,0.022061771672012453,141.0,0.010537346053177778,0.02297943360525826,147.0,0.01087017497576877,0.024532968331963414,137.0,0.011267243824430586,0.0294825791214458,125.0,0.011692585673620243,0.028883580576946462,111.0,0.012227667902393297,0.029752589368926583,105.0,0.010084000378024338,0.03426572917942058,96.0,0.009782320035399018,0.03625244982433066,91.0,0.010011255223766998,0.039725502258053096,87.0,0.010244484012888959,0.042858682981033173,83.0,0.010516797147935233,0.04683485572411436,71.0,0.015560314123642345,0.04831411635239073,72.0,0.016591180222481558,0.051616470786615916,59.0,0.0169925109045129,0.047982601256510826,45.0,,,,0.016412709046849223,0.05793202416695241,40.0,,,,,,,,,,,,,0.009579695502127563,0.05905262507649352,46.0,0.009500266855596204,0.05543910193007686,40.0,,,,,,,,,,,,,,,
7,163.0,0.0077362714083460534,0.012803163497256421,61.0,0.007809437662590037,0.013879875106394221,64.0,0.007797700886503155,0.014333944889935469,66.0,0.007800144513688824,0.014315840776968002,66.0,0.007781373726179337,0.01710629196913973,66.0,0.00789064171177067,0.018288099907975735,63.0,0.007797017847880507,0.01766391471451249,70.0,0.007742983489688638,0.017933586635007142,73.0,0.007733245332248386,0.01836062801517773,68.0,0.007736153568538717,0.014799249937789798,65.0,0.007703522405326328,0.01449597231964809,66.0,0.007684760203616749,0.012152716214328346,67.0,0.007634517308607738,0.011335873903918416,77.0,0.007578488446946341,0.010880036450688954,80.0,0.007586890963594044,0.010442994509206691,76.0,0.007582521726015915,0.010196685573191101,82.0,0.007574329419913244,0.011669036692272008,90.0,0.0076173570710864145,0.012410757272410889,107.0,0.007587279971160288,0.011260949521610292,121.0,0.007504743540429078,0.010179394711130888,128.0,0.007600725521673666,0.011287007907061249,130.0,0.007606444613134842,0.011214683384739629,133.0,0.007622860776630843,0.011309476869162718,134.0,0.0076829301511194764,0.010162741579346941,130.0,0.007811801002875693,0.012467904801636294,130.0,0.007838326630327568,0.012742248824024145,133.0,0.007981510545303272,0.016017221527774336,132.0,0.008003549218335765,0.015727350596010856,130.0,0.008080408313660558,0.016787221493675772,127.0,0.008142339447301774,0.01705923740659842,127.0,0.00828191768819342,0.018591912916133733,117.0,0.008155184254926885,0.01631558810003899,112.0,0.008243222231283018,0.017333569130397252,107.0,0.008346445189431506,0.01702481711014891,107.0,0.008573542475039681,0.020310171793618666,104.0,0.008711057732458838,0.02209960221701403,110.0,0.008903564940296923,0.026148627982775112,114.0,0.009366528321849775,0.03116491601600465,113.0,0.010064816154963817,0.04074456205532747,103.0,0.010575362760956731,0.04760146595081441,93.0,0.011271022928474678,0.05404783408871185,81.0,0.011526366981685592,0.05610764777537409,67.0,0.011828289790041727,0.05914946994861835,53.0,,,,,,,,,,,,,,,,,,,0.01042964691537138,0.05381958087576979,50.0,0.010800726453483773,0.05862928049418728,60.0,0.010595460340049831,0.05790670683321509,55.0,0.01077316029190636,0.06083346252219066,51.0,0.01086149552013115,0.0622095203630251,48.0,0.010772684495710136,0.060898846402995796,41.0,,,,,,
8,176.0,0.008318493487700414,0.013773758627053472,114.0,0.008233030642466346,0.012970355066295288,128.0,0.008206500659546055,0.012660183532520282,150.0,0.00818693729580849,0.012337581474102586,156.0,0.00819332253009791,0.01238292173593771,160.0,0.008097574316475615,0.011565389295998717,114.0,0.008083186757645534,0.01117801146752036,117.0,0.00803416689310371,0.011250361676205732,119.0,0.008096601138993494,0.011643473118854915,117.0,0.008148581380556096,0.013141757617936197,127.0,0.008174491591097406,0.014289967611815321,127.0,0.00821741460693611,0.014473323546120197,127.0,0.00823823203749996,0.015579374717155406,145.0,0.00816371473175031,0.014700207903501572,167.0,0.008169195909572534,0.014072531248225863,190.0,0.008098061057646043,0.013537594785795025,196.0,0.007978801210690858,0.011202448763744861,177.0,0.007950814001925089,0.010213843171992299,184.0,0.007903180594288515,0.009908970633249551,196.0,0.007805008805390227,0.0075967841109435795,179.0,0.007794043664246908,0.007211328886162167,184.0,0.007815854268936629,0.00743624744704834,175.0,0.007842340240851592,0.007561458724698126,172.0,0.007931473869206082,0.009105170405970284,185.0,0.007970686615590165,0.010064573163387784,197.0,0.008068932080957885,0.01089334648845086,201.0,0.00817203766854922,0.011407092532693926,210.0,0.008443896958923863,0.015039083631776525,206.0,0.009214201298823568,0.02366831471442701,230.0,0.009288718833277183,0.026051153307938415,260.0,0.009407231919652575,0.027144594024346942,280.0,0.00997528878877084,0.027374917032838016,299.0,0.00998099303992733,0.02754088717817888,295.0,0.010094048092156586,0.0297008122745261,317.0,0.010052599171514924,0.029805679001898122,320.0,0.009325915252807423,0.023798604897117676,312.0,0.009306104553527293,0.02293279640026336,297.0,0.009264350205280311,0.021867408731202947,279.0,0.009303430845804126,0.022135299656662222,255.0,0.009295813019353463,0.021757539622617707,255.0,0.009289129679707225,0.018986188551674065,238.0,0.009715168065699773,0.02145173462803806,224.0,0.010039185101452776,0.02336450685022923,183.0,0.010163440664820065,0.02366741945923839,147.0,0.010281421205295441,0.026982229061354664,130.0,0.00921521008671497,0.026936819131836806,126.0,0.009513999379458168,0.03406882416398644,112.0,0.009592977744317624,0.03744548525176367,89.0,0.009612802735297968,0.044619902385568705,107.0,0.00965959347646813,0.04592307576801918,123.0,0.009701598197704414,0.046693474310644224,133.0,0.010008320841844956,0.050170770782610966,122.0,0.010260402515351959,0.05507120848842752,101.0,0.010021191965845793,0.05496230244209483,91.0,0.01023627055180485,0.05949753332046735,74.0,,,,,,
9,196.0,0.007829599203356567,0.012054688192348343,72.0,0.007856781700710278,0.011913596753909869,78.0,0.007977705306759508,0.012699159302284605,79.0,0.0079361751450893,0.01247340158186527,80.0,0.007926530033546575,0.012321717245493762,87.0,0.007903795764632373,0.011507710381927477,86.0,0.008064481258048671,0.014255092498347275,82.0,0.007994030486379337,0.014076208119051161,89.0,0.007964858357816258,0.01431380072082786,91.0,0.007890256080227049,0.013924863641684448,91.0,0.007877357653040611,0.013875716402949939,90.0,0.008034825167065072,0.016502084804438554,92.0,0.007899091728889735,0.01397830942926876,88.0,0.0077432259222357845,0.011320065062086925,96.0,0.007793221441206735,0.011628574765429741,93.0,0.0077943930783037785,0.011221595805080049,92.0,0.00775490688977104,0.0111136618471242,91.0,0.007769928163829693,0.01120243855418046,93.0,0.007600253593182705,0.008638220423198274,93.0,0.00757567820401592,0.008625794855314315,92.0,0.0075339011926703,0.008437604894876403,88.0,0.007528010085510275,0.008175570142518879,93.0,0.007586949257425109,0.008731047620411159,93.0,0.007638344091802084,0.008957574958917329,90.0,0.007688779640737182,0.008873155597727724,97.0,0.007836352557296748,0.011545144131098759,101.0,0.00812119153011687,0.01634695938572664,104.0,0.008284753937581189,0.0170757675705837,113.0,0.008432759237337445,0.01941265337178172,119.0,0.008541574805771722,0.021890310048238448,125.0,0.008638665727675318,0.023117823415177662,136.0,0.008730623384537393,0.02491833317896978,136.0,0.008844063380347699,0.026699148765860534,128.0,0.008784416442473734,0.025731535712487666,128.0,0.008847132595885071,0.028648719057928002,112.0,0.009025859097137927,0.030786429715371093,100.0,0.00918409564852856,0.03286236360332258,99.0,0.0100922295249183,0.042654664477140995,90.0,0.010298827752032317,0.04425743129130327,82.0,0.010357147475283313,0.042873488723154045,81.0,0.010241824854347678,0.039721662132135904,77.0,0.01021669330527279,0.03866672923902931,78.0,0.010302580818062441,0.039652542708229654,69.0,0.01038058940988314,0.03964503620953085,53.0,0.009735550784053769,0.034560028865254847,44.0,0.009495434658558661,0.033036796591971875,41.0,,,,0.010449048249215383,0.042721119342149276,53.0,0.010143591845805355,0.040351673205563224,59.0,0.010132208411576965,0.04051005908284562,67.0,0.010713677759600429,0.04337850578955911,85.0,0.010949664520211887,0.0445851450531651,87.0,0.011075533932698197,0.046337035499106914,79.0,0.010696849835362975,0.044014363392729516,72.0,0.010511048683954778,0.046183904541613245,48.0,,,,,,
