,CITY_ID,SHEM_YISHU,symptoms_score_05-10,N_05-10,symptoms_score_05-09,N_05-09,symptoms_score_05-08,N_05-08,symptoms_score_05-07,N_05-07,symptoms_score_05-06,N_05-06,symptoms_score_05-05,N_05-05,symptoms_score_05-04,N_05-04,symptoms_score_05-03,N_05-03,symptoms_score_05-02,N_05-02,symptoms_score_05-01,N_05-01,symptoms_score_04-30,N_04-30,symptoms_score_04-29,N_04-29,symptoms_score_04-28,N_04-28,symptoms_score_04-27,N_04-27,symptoms_score_04-26,N_04-26,symptoms_score_04-25,N_04-25,symptoms_score_04-24,N_04-24,symptoms_score_04-23,N_04-23,symptoms_score_04-22,N_04-22,symptoms_score_04-21,N_04-21,symptoms_score_04-20,N_04-20,symptoms_score_04-19,N_04-19,symptoms_score_04-18,N_04-18,symptoms_score_04-17,N_04-17,symptoms_score_04-16,N_04-16,symptoms_score_04-15,N_04-15,symptoms_score_04-14,N_04-14,symptoms_score_04-13,N_04-13,symptoms_score_04-12,N_04-12,symptoms_score_04-11,N_04-11,symptoms_score_04-10,N_04-10,symptoms_score_04-09,N_04-09,symptoms_score_04-08,N_04-08,symptoms_score_04-07,N_04-07,symptoms_score_04-06,N_04-06,symptoms_score_04-05,N_04-05,symptoms_score_04-04,N_04-04,symptoms_score_04-03,N_04-03,symptoms_score_04-02,N_04-02,symptoms_score_04-01,N_04-01,symptoms_score_03-31,N_03-31,symptoms_score_03-30,N_03-30,symptoms_score_03-29,N_03-29,symptoms_score_03-28,N_03-28,symptoms_score_03-27,N_03-27,symptoms_score_03-26,N_03-26,symptoms_score_03-25,N_03-25,symptoms_score_03-24,N_03-24,symptoms_score_03-23,N_03-23,symptoms_score_03-22,N_03-22,symptoms_score_03-21,N_03-21,symptoms_score_03-20,N_03-20,symptoms_score_03-19,N_03-19,symptoms_score_03-18,N_03-18,symptoms_score_03-17,N_03-17,symptoms_score_03-16,N_03-16
0,44.0,אשדוד,0.008699154829149637,623.0,0.00851879882390566,790.0,0.008553759345016742,812.0,0.008600827554905467,812.0,0.008769703594524211,711.0,0.008702933764206992,713.0,0.008117763213732731,677.0,0.008174255817247634,675.0,0.008100672575234284,692.0,0.008132283703886497,702.0,0.00809460402715519,717.0,0.00810609573744598,861.0,0.008157212485302011,988.0,0.008300444578414572,1289.0,0.008459145240335662,1286.0,0.008564857594236419,1130.0,0.008577061342089983,1148.0,0.008623669049794105,1149.0,0.009051120491284738,993.0,0.009169420014600626,968.0,0.009227224740935087,691.0,0.009033828562731131,692.0,0.009159617919773835,796.0,0.009135238051925567,841.0,0.009303518385067757,974.0,0.00907394757332362,954.0,0.009434605600637355,1072.0,0.009537361701102434,1424.0,0.009530989229112495,1813.0,0.00983372107139634,2057.0,0.009802488790649792,2245.0,0.009828856581123766,2147.0,0.010097042199176651,2473.0,0.010197994750749464,2340.0,0.01045509670669612,2041.0,0.011611933500067801,1645.0,0.012348695495734013,1395.0,0.01325325850168638,1256.0,0.01321003663643834,1246.0,0.013927254513940118,1016.0,0.013928216418768895,1012.0,0.014093818351120809,896.0,0.013038152505936483,764.0,0.010977283588391222,715.0,0.010077199182983132,655.0,0.01005889842554219,613.0,0.009506641340555781,491.0,0.009494886033868303,571.0,0.00966733583752082,645.0,0.009816006971117727,702.0,0.009929761282988206,631.0,0.009944321434224399,533.0,0.00998574482719699,501.0,0.010208815925869039,404.0,0.010728526607293749,200.0,,
1,93.0,תל מונד,0.007827049012136045,310.0,0.007916986230333115,349.0,0.00785769770174885,349.0,0.007840060957189171,353.0,0.007783626372080017,337.0,0.007825210541767899,343.0,0.007828109084213827,323.0,0.007882624833348947,323.0,0.007810362390762389,329.0,0.007808800196440634,334.0,0.007789912042864166,343.0,0.007774236997544822,369.0,0.007690160745249748,402.0,0.007672775441087074,476.0,0.007732792219077399,473.0,0.007751605011244457,432.0,0.007744319338058026,442.0,0.007741709574023195,453.0,0.007893950062427022,425.0,0.008103915481221123,412.0,0.00840072490522499,356.0,0.00849002388143675,363.0,0.00866715731847496,383.0,0.008925990712739333,401.0,0.009113063128550062,436.0,0.009181560655460573,430.0,0.009257620711740104,440.0,0.009181844333228953,476.0,0.00972175143362405,538.0,0.009914972103655575,560.0,0.00990551923217477,564.0,0.010020227615425774,533.0,0.010014429327785242,573.0,0.00985313420155869,575.0,0.009981450884239039,550.0,0.009422638732497619,492.0,0.009095359439033451,473.0,0.009407212176628155,458.0,0.009742701825378224,449.0,0.01009205457195619,418.0,0.010440955757518517,385.0,0.010510933377839114,329.0,0.01092265975937824,267.0,0.011077716734291101,236.0,0.01057642365664065,232.0,0.009552799986115705,207.0,,,,,,,0.009684880484874333,205.0,,,,,,,,,,,,
2,104.0,גן יבנה,0.007619484049640549,202.0,0.0077135359277246554,239.0,0.007662246150610016,253.0,0.007657887085541041,260.0,0.007470178839723697,255.0,0.007589139914526205,255.0,0.0075660521562685105,251.0,0.007511186196857501,252.0,0.00754814104236313,274.0,0.007558993629320167,272.0,0.007543618119206868,274.0,0.007682418832457184,299.0,0.007571188631947845,324.0,0.007613637708815999,393.0,0.007644024412002266,376.0,0.0075177167070920444,333.0,0.007502748890497637,344.0,0.007507878365319999,356.0,0.0073746529167984486,322.0,0.007400793617866539,317.0,0.007301849708319301,256.0,0.0073401121123115795,273.0,0.007478617643391978,307.0,0.007626890982489263,309.0,0.007808766824401593,342.0,0.007949025227216557,338.0,0.00796486502329568,372.0,0.007955056788758394,442.0,0.008565538715783257,531.0,0.008669025874795767,547.0,0.008786666042779433,575.0,0.008747339343556702,552.0,0.008944616083659233,618.0,0.009126781330312691,602.0,0.009662331267934284,536.0,0.00949617030792943,458.0,0.009480420198675678,436.0,0.009566115284979086,431.0,0.00967697338203383,415.0,0.009344107012678616,356.0,0.00982019709366134,327.0,0.009498783795511476,289.0,0.009247601835913161,227.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3,115.0,אבן יהודה,0.008246535383207946,230.0,0.0079978796747133,273.0,0.008002186390556013,282.0,0.007988354419279375,292.0,0.007998433543252177,253.0,0.007985530214176109,258.0,0.00784169500643202,244.0,0.0077507936538222764,241.0,0.007874629272328418,220.0,0.007835664572653242,222.0,0.007836927111686471,220.0,0.008289553127602824,253.0,0.008512184917751891,280.0,0.008409005380066907,337.0,0.00851347228468512,341.0,0.008548386902108544,322.0,0.008526726812033453,330.0,0.008545423027868333,352.0,0.008644988889495312,335.0,0.008431253543483041,340.0,0.008764757172556295,298.0,0.008923284438114442,286.0,0.009407904222657828,298.0,0.010011148496342501,317.0,0.009940112037453843,330.0,0.009862511144512802,319.0,0.009849568789766306,322.0,0.009525019342810614,360.0,0.009254734234465784,434.0,0.009312519507549476,475.0,0.009233360458538193,489.0,0.009633410675271615,479.0,0.009901581367068741,516.0,0.010117890660453738,520.0,0.010296562544929496,484.0,0.0103237466559742,435.0,0.009952399901210125,401.0,0.009637615761237306,382.0,0.009202712491535927,371.0,0.008665779887319938,347.0,0.008673185241227708,317.0,0.008703441796893852,278.0,0.008926618128636522,224.0,0.009362804516535215,208.0,0.009290185649010765,210.0,0.00953469995731552,206.0,,,0.009457619179336105,250.0,0.009497470358397738,290.0,0.00959728140272017,322.0,0.00949366858923415,291.0,0.009705130900693594,249.0,0.009524952427020247,223.0,,,,,,
4,127.0,קדימה-צורן,0.00811565568522556,290.0,0.008065568654951318,351.0,0.00803784980253842,357.0,0.008051327674649961,368.0,0.008198447160605719,319.0,0.008246711523730103,319.0,0.008127003861556027,299.0,0.008113363484676324,314.0,0.008211939519860061,301.0,0.00817982144805389,314.0,0.008110639383631968,326.0,0.00793751688694394,347.0,0.007926500685426623,394.0,0.00782487078668513,468.0,0.007718073099474737,449.0,0.007643491709115788,410.0,0.007607923887180892,420.0,0.007630344271442917,429.0,0.007609538122352341,415.0,0.0075715803337652945,410.0,0.0075422578457260475,353.0,0.00751615934951778,364.0,0.007640490425017979,404.0,0.007860698561171778,428.0,0.007945863944401457,468.0,0.008027624155813696,469.0,0.008056564114529515,499.0,0.008142640712865417,555.0,0.00821422955424017,625.0,0.008350282009038621,666.0,0.008388896710541039,688.0,0.008463688295673144,649.0,0.008635441836057252,690.0,0.008771099054505913,658.0,0.00877925824207125,611.0,0.009009500226331261,545.0,0.009032461148157006,504.0,0.009226395664356658,496.0,0.009156422582475522,502.0,0.009758759574433054,492.0,0.0097895774853613,525.0,0.010106471651447629,471.0,0.010065066548690337,409.0,0.010222468860410627,358.0,0.010315107779792746,330.0,0.01029848901655843,313.0,0.00947225551472111,258.0,0.009966435337764243,237.0,0.009984952479187965,275.0,0.009840730352774676,334.0,0.009769959807855388,330.0,0.009737078821955531,279.0,0.009909335448670044,250.0,0.009947988032906835,208.0,,,,
5,148.0,גני תקווה,0.008161160929848572,378.0,0.008063151461445383,451.0,0.0080444252627324,462.0,0.008049867116169576,469.0,0.007993300886386875,421.0,0.007971769459535673,419.0,0.007957306541791876,433.0,0.008438186482986058,439.0,0.008551190791624768,418.0,0.008568172357173607,416.0,0.008556860751657463,419.0,0.00854493623966074,463.0,0.008511698111426194,524.0,0.008372601117099287,603.0,0.008016156249616638,586.0,0.008100274039063347,546.0,0.008083454999128421,563.0,0.00814018750236843,572.0,0.00820607033223329,514.0,0.008519373417320996,494.0,0.008626049588422257,419.0,0.00862224357961498,412.0,0.008518741669966957,436.0,0.008602797743520655,461.0,0.008735507806341,495.0,0.008886871855170765,484.0,0.00861884349336064,502.0,0.009194988072998641,551.0,0.009830190266935601,642.0,0.009950572172637343,692.0,0.010107192433922857,702.0,0.010418835668750324,683.0,0.010429881241131495,771.0,0.011913694481559737,756.0,0.011644301096158296,720.0,0.01138816558578692,638.0,0.011405683743652644,597.0,0.011429112583083496,578.0,0.011053873537980981,574.0,0.012102187038418628,506.0,0.010452450593375174,469.0,0.01076025166630368,401.0,0.011050770454840207,330.0,0.011824284999590635,292.0,0.01200799626962381,268.0,0.01281833967074086,229.0,,,,,0.01100916543061689,228.0,0.01092163648188502,265.0,0.01065466648818574,222.0,,,,,,,,,,
6,156.0,יקנעם עילית,0.007816276105908277,253.0,0.007984379672793132,310.0,0.007999936325278326,304.0,0.007996269126113197,311.0,0.008077065301716937,264.0,0.008062246816400605,271.0,0.008103290537324153,259.0,0.008050858614472887,251.0,0.007843515987724984,265.0,0.007822373123512456,281.0,0.007925048927010441,288.0,0.007917572122169958,310.0,0.007842101543891158,348.0,0.007938218171490992,412.0,0.007916293719315761,399.0,0.007971120053896353,351.0,0.007940969458991637,357.0,0.007880943642462989,364.0,0.007877111509271171,333.0,0.007907626464837291,318.0,0.007865339961752201,270.0,0.007921457424541476,277.0,0.007903997341631006,281.0,0.00798509229223689,290.0,0.008076692293896263,313.0,0.00830304924251498,304.0,0.008354294465136336,326.0,0.008395344396159547,378.0,0.008880138395615812,458.0,0.00886809614937584,538.0,0.008919931501343925,562.0,0.008996177998638118,542.0,0.008951465777791632,612.0,0.00905417372696773,608.0,0.00915428685794426,577.0,0.009593000032151314,520.0,0.009989255248611254,501.0,0.010155728416817356,485.0,0.01032948557692213,466.0,0.011103041292876625,407.0,0.01142768951925403,365.0,0.01190948137403836,305.0,0.01068194530598403,241.0,,,,,,,,,,,,,,,,,,,,,,,,,,
7,489.0,גבעת שמואל,0.008371796439893484,390.0,0.008606403211916669,466.0,0.008626316488026385,470.0,0.008649652069623507,474.0,0.008670031747352348,421.0,0.008623869698821113,426.0,0.008224516320326261,408.0,0.008385720918996727,410.0,0.008480248820571357,404.0,0.008420006331322788,418.0,0.008402733971059846,416.0,0.008102803176831727,469.0,0.009569959800545598,540.0,0.009274743534606045,663.0,0.009336119744384986,620.0,0.009040314863558566,541.0,0.009037816945572798,548.0,0.009029807535803323,560.0,0.009181099074870847,499.0,0.007667134839355353,462.0,0.00790626179907126,351.0,0.008577688859937638,341.0,0.008603810516368791,371.0,0.00907162578127421,382.0,0.008937469262018131,440.0,0.00911977648183075,436.0,0.00931246310389964,453.0,0.009465449640570563,521.0,0.009457182090851791,644.0,0.009706086771531649,681.0,0.009505995540442864,699.0,0.010233708850043833,656.0,0.010148999820559671,739.0,0.010042004564279366,746.0,0.010080396830958967,697.0,0.00978150944457833,626.0,0.009403214602604425,599.0,0.00952437962572617,580.0,0.00901241551265445,576.0,0.009239354717242198,500.0,0.009382509902822722,471.0,0.009352851428339368,410.0,0.009600359722053687,314.0,0.009825740489771428,296.0,0.009838408391864239,284.0,0.009719374899471668,269.0,0.009434151871925438,253.0,0.009554988274434071,286.0,0.009692787423964068,339.0,0.009576365184551757,383.0,0.009787666325920447,341.0,0.009704104371578409,305.0,0.009712991825483443,274.0,0.009648816687115253,217.0,,,,
8,695.0,מבשרת ציון,0.007892464246722896,416.0,0.008119189339655357,448.0,0.008123225495114995,450.0,0.008114830371295808,475.0,0.007976299901587965,445.0,0.008062776436760217,420.0,0.008021512924711236,422.0,0.00799897499920898,426.0,0.007988008535673552,422.0,0.007964563888981523,435.0,0.00795906054298951,439.0,0.00865615737863896,457.0,0.0084793722906393,503.0,0.008553991639295313,546.0,0.008578766030198267,531.0,0.008421484877454906,505.0,0.008452696282175489,518.0,0.008383683246121475,550.0,0.007814408179493481,541.0,0.00778173680060548,567.0,0.007652574218832783,546.0,0.007682514570107802,576.0,0.007841233687542628,612.0,0.007840544338648843,658.0,0.007911206166001281,661.0,0.007955759302021569,671.0,0.008042046629758826,670.0,0.008252245608505506,707.0,0.008625208995020181,763.0,0.008618586704786445,801.0,0.008766977270597769,777.0,0.008833500981245386,755.0,0.00893956951031274,789.0,0.009105083159494761,782.0,0.009143964882291494,740.0,0.008956844529276474,681.0,0.009024921263506305,650.0,0.008930622021775303,656.0,0.008912264815555378,660.0,0.008901582464468576,652.0,0.008836824374537618,622.0,0.00883587098161226,546.0,0.008761993374159479,465.0,0.009007348653344115,408.0,0.009633897383983962,387.0,0.0097993130553955,334.0,0.010253457955349219,272.0,0.010389328488260538,265.0,0.010181077476729855,323.0,0.010280887035235851,344.0,0.010453369483018329,312.0,0.010136747269492824,247.0,0.010019406164914415,229.0,,,,,,
9,715.0,נצרת עילית,0.009426030984807675,205.0,0.00911809318134896,248.0,0.009134904195983937,244.0,0.009167283506478616,246.0,0.009618108502095817,205.0,0.009699821175299774,208.0,0.010554186179503188,200.0,,,,,,,,,0.010304185385928987,221.0,0.009923440667355595,246.0,0.009337175229041619,311.0,0.00917033838987196,319.0,0.009049598176345463,290.0,0.008997797934389729,299.0,0.009005693898306298,301.0,0.00923389429714876,260.0,0.009490586122294998,244.0,,,,,,,,,0.010035991810071872,208.0,,,0.009872426503676479,213.0,0.00997875035491157,259.0,0.010084312561649569,320.0,0.009640316388009131,360.0,0.010263787164547667,381.0,0.010130058529458561,376.0,0.00998276969642328,483.0,0.010184942865851362,473.0,0.010462170553635892,435.0,0.010216734034755832,378.0,0.010325612423057937,330.0,0.00975262608005793,311.0,0.009699131297041867,303.0,0.009992900372424746,207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
